ARTICULO	DESCRIPCION	CLASIFICACION_2	ULTIMO_INGRESO	ACTIVO	NOTAS	UNIDAD_VENTA	CANASTA_BASICA	CODIGO_HACIENDA
50	GALLETA JUMBO FIBRA  MIEL	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
500	KLERAT VENENO PARA RATAS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
501	BRILLO EN ROLLO FINO 1 X 10	SUMINISTRO	Oct 26 2020 11:51AM	S	 	PTE	N	3533401000000
502	LAVAPLATOS KLINS 450 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532101990000
503	BLOQUEADOR  SOLAR CREMA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
505	LIMPIADOR CONTACTOS ELECTRONICS 590ML	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3532201990400
506	SAN PIC ABRILLANTADOR 250 ML BOLSA	SUMINISTRO	Nov 11 2021  5:22PM	S		UND	N	3511099000100
507	SAL  FRASCO 100GR	SUMINISTRO	Sep 29 2022  2:05PM	S	 	UND	S	2399908000200
509	DESINFECTANTE FABULOSO 750ML BOLSA	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3466499999900
51	GALLETA YIPY 1X12	SUMINISTRO	Aug 20 2025  8:08AM	S		PTE	N	2341000009900
511	SET CUBIERTOS 20 PC AZUL MIRROR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
512	COCA COLA  600 ML BOTELLA	SUMINISTRO	Oct  7 2021  6:12PM	S		UND	N	2449001000000
513	COCA COLA MINI LATA  237ML	SUMINISTRO	Aug 18 2025  4:43PM	S	 	UND	N	2449001000000
514	GINGER ALE LIGTH 600 ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
515	GINGER ALE 600ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
516	GATORADE BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449099000200
517	YOUGURT IN LINE BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2223001000200
518	GINGER ALE 2 LITROS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
519	CANDELAS PARA QUEQUE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
52	GALLETA TOSH AJONJOLI 1X9UND	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
520	KIT PARA COMPUTO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
521	GALLETA POZUELO YEMAS 312GR 1X16X6UD	SUMINISTRO	Aug 20 2025  5:08PM	S		PTE	N	2341000009900
522	COLADOR ACERO INOXIDABLE 18CM	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	4291201010200
523	TOALLA KOTEX ESENCIAL C/MANZANILLA ALAS 1X10	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3219302039900
524	COFAL CORRIENTE 120 GRAMOS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
525	BOUNCE HOJAS SUAVIZANTES PARA ROPA 1X260	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
526	CAFE CAPUCHINO NESCAFE INSTANTANEO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
528	INSECTICIDA RAID MAX AEROSOL 400ML	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3466100999900
53	LECHE EN POLVO PINITO 800 GRS	SUMINISTRO	Nov  3 2020  5:23PM	S		PTE	N	3562102010104
530	DETERGENTE IREX  2.500 GRS	SUMINISTRO	Aug  2 2020 10:16AM	S		PTE	N	3532201060000
532	PLANTILLA GAS TELSTAR 3 QUEMADORES	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
533	CILINDRO GAS ENVASE Y CARGA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2366000009900
534	HORNO MICROONAS ATLAS BLANCO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
535	REFRESCO TROPICAL TE FRIO LIMON 2.5LT	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2399905000200
536	CLORO LIQUIDO AL 3.5%  1000ML LOLITA	SUMINISTRO	Aug  2 2020 10:16AM	S		LT	N	3423101010000
537	BUSCAPINA 24 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
538	GINGER ALE LATA 355ML	SUMINISTRO	Jun  4 2024  5:28PM	S		UND	N	2449001000000
54	DULCE MOLIDO 450 GRS	SUMINISTRO	Jun  9 2021  6:06PM	S	 	PTE	S	2351102000200
540	LECHE SEMIDESCREMADA CAJA AZUL 1 LITRO	SUMINISTRO	Aug  5 2025  5:25PM	S	 	CAJITA	N	3562102010104
542	CERA EN PASTA GENIE ROJA 290 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533200019900
544	CERA EN PASTA ROJA IREX  140 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533200019900
545	TOALLA SANITARIA  SABA  CON ALAS	SUMINISTRO	Jul  3 2025  5:47PM	S	 	PTE	S	3219302039900
546	GALLETA FAMILIA	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
547	BATERIA TIPO D PANASONIC 1X24	SUMINISTRO	Jan 11 2021  7:07PM	S		CAJA	N	4641001010100
548	PAÑAL TENA CALZON PANTS GRANDE 1X6X10	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
55	PALETA DE HELADOS 1 X 100	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
551	ESCALERA PLASTICA 2 PELDAÑOS	SUMINISTRO	Oct 12 2023  5:10PM	S		UND	N	3694000999900
552	DRIVE BRUSH 18´´ PARA CEPILLO INDUSTRIAL	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3899305000100
553	CLUTCH PLATE PARA CEPILLO INDUSTRIAL	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
554	VINAGRE 1000ML	SUMINISTRO	Jul  8 2025  8:23AM	S		LT	N	2399400009900
555	JABON LAVAPLATOS LÍQUIDO NEUTRO  GL	SUMINISTRO	Dec  8 2023  9:51AM	S		GALON	N	3532101990000
5555	MEDIDOR DE ESPESOR DE CARÁTULA	OTROS	Jun 23 2020 12:00AM	S		UND	N	
556	ALCOHOL ETÍLICO 70 GRADO TECNICO GL	SUMINISTRO	Aug 19 2025  2:49PM	S		GALON	N	3466499999900
558	NEUTRALIZADOR OLORES SQ 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	
56	DETERGENTE XEDEX  5000 GRS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3532201060000
560	NESQUIK CHOCOLATE 400 GRS TARRO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
57	DULCE MOLIDO 900 GRS	SUMINISTRO	Jul  9 2025  5:49PM	S	 	PTE	S	2351102000200
58	JABON ANTIBACTERIAL P/MANOS LITRO	SUMINISTRO	May 30 2022  4:34PM	S		LT	N	3532101029900
59	BOLSA 39 X 70 X 3 NEGRA	SUMINISTRO	Jun 23 2020 12:00AM	S		KG	N	3641099999900
592	TINTURA TIMEROZAL 120 ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
595	PALO MADERA PARA PALO PISO ETERNA	SUMINISTRO	Aug  2 2020 10:16AM	S	 	UND	S	3191100009900
596	PLASTICO TECHO TOMATE 1MX600X2	SUMINISTRO	Jun 23 2020 12:00AM	S		KG	N	3641099999900
597	FRESCA 600 ML 1 X 12	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
6	DESATORADOR CAÑERIA 1000ML	SUMINISTRO	May  3 2022  5:14PM	S		LT	N	3423107030000
60	BOLSA 39 X 70 X 2.5 NEGRA	BOLSAS	Oct 30 2020  6:14PM	S		KG	N	3641099999900
600	GALLETA MERENDINA FRESA 1X12 UND	SUMINISTRO	Jun 12 2025  5:19PM	S		PTE	N	2341000009900
601	GALLETA  CHIKY VAINILLA X12 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
602	GALLETA INTEGRAL MARCA POZUELO	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
603	PANADOL ALERGIA/SINUSITIS 1X16	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
604	CAFIASPIRINA 1X12 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
605	GALLETA CHIKY KAPS 1X8 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
606	FAMOTIDINA BLISTER 1X30 UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
607	INSECTICIDA BAYGON LIQUIDO 240ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3466100999900
608	ROLLO PLASTICO ADHESIVO GLAD 16PIES 100FT	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3641099999900
61	CLORO BLANKITA BOLSA 900ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3423101010000
614	EYEMO 18 ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
617	ALCOHOL FRICCIONES 240 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3466499999900
620	PLASTICO TECHO TOMATE 1.20 X600X2 (12 ROLLOS)	OTROS	Jun 23 2020 12:00AM	S		KG	N	3641099999900
621	ROTULO SEÑALIZACION  PARA BASUREROS	OTROS	Jun 23 2020 12:00AM	S		UND	N	
623	AIRWICK FRES MATIC REPUESTO V/AROMAS 250 ML	SUMINISTRO	Jan 10 2024  4:57PM	S		UND	N	3533199000000
624	SOBRE MANILA TAMAÑO MEDIA CARTA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
625	SOBRE MANILA TAMAÑO OFICIO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
627	TARIMA DE PLASTICO AZUL Y1210CP	STRECHFILM	Jun 30 2025  5:36PM	S	 	UND	N	3170003000000
629	ACEITE CLOVER 2LT	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2165200009900
63	CERA EN PASTA ROJA REX 140 GR	SUMINISTRO	Aug  2 2020 12:15PM	S		UND	N	3533200019900
631	TRAJE C-CUBRE ZAPATOS Y GORRO DESECHABLE	SALUD	Jun 23 2020 12:00AM	S		UND	N	2825002000100
634	CINTURON LUMBAR ECONOMICO TALLA L	SALUD	Jun 23 2020 12:00AM	S		UND	N	
637	PROTECTOR KOTEX DAYS  DUO 24 X 50	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
639	SACA  PARA BASURA ( 1 TONELADA ) BLANCA	OTROS	Jun 23 2020 12:00AM	S		UND	N	
64	CERA LIQUIDA REX BLANCA 250ML BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533200019900
640	BOLSA  MEDIANA OLYMPIC 1X9	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3641099999900
641	RESMA CARTA  8 1/2X11 - 500 HJ	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3219200020000
642	VASOS #5 PLASTICO BLANCO 1X15 LINK	SUMINISTRO	Jun 23 2020 12:00AM	S		TIRA	N	3694000010100
643	ARROZ TIO PELON AZUL 1800GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2316100000100
644	BETUN LIQUIDO NEGRO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533301000000
645	LIMPIADOR MR MUSCULO VIDRIOS BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201990200
646	REFRESCO TROPICAL TE BLANCO 1X12  250ML	SUMINISTRO	Aug 20 2025 10:19AM	S	 	UND	N	2399905000200
654	CLORO LOS CONEJOS ROPA COLOR 900ML 1X12 (CLOROX)	SUMINISTRO	Jan  8 2025  5:17PM	S		UND	N	3423101010000
655	DESHUMIDIFICADOR AEROSOL	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
656	ENVASE PET 250 ML C/VALVULA DISPENSADORA	ENVASES	Jun 23 2020 12:00AM	S		UND	N	3649002009900
657	CORRECTOR TIPO LAPICERO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
658	MARCADOR ARTLINE FOSFORECENTE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
659	NOTA ADHESIVA MEDIANA 3X3"	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
66	FIDEOS CANELON	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2371000000200
660	GRAPAS STANDARD 5000UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
662	PAPEL CONTINUO 1TANTO TAMAÑO CARTA	SUMINISTRO	Jun 23 2020 12:00AM	S	 	CAJA	N	3219200020100
663	BLOCK HOJAS BLANCAS MEDIANA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
664	BLOCK DE VALES	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
665	PORTAFOLIO 1"  NEGRO CON FUNDA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
666	PAPEL CONTINUO MEDIA CARTA 1 TANTO	SUMINISTRO	Jun 23 2020 12:00AM	S	 	CAJA	N	3219200020100
668	FASTENERS PLASTICO 80MM	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
669	FOLDER MANILA CARTA 100 UDS	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
67	JALEA UJARRAS 300 GRAMOS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2149400000100
670	AMPLIACIÓN BARRICADA MÓVIL SEGURIDAD 9S11 RUBBERMA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3699009009900
671	SOBRE MANILA #10 23X31CM	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
673	CARPETA COLGANTE OFICIO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
674	CINTURON LUMBAR ECONOMICO TALLA M	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	4923199000100
68	FIDEOS CARACOLITOS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2371000000200
69	ATUN SARDIMAR TROZOS CELESTE 140GR	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2124203029900
692	VANISH EN ROSADO 445 ML BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201999900
695	TABCIN LIQUID GEL NOCHE 1X12	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
696	SUAVITEL BOTELLA 850 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	3532201020000
697	ISOPO P/BAÑO 3M COD 491	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3899305000100
699	ALLEGRA 120MG 1X10UND	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
7	SODA CAUSTICA EN ESCAMAS SACO 25 KL.	QUMIICODIST	Aug 18 2025  4:26PM	S	 	KG	N	3423113010100
700	INSECTICIDA AEROSOL CRUZ VERDE 417ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3466100999900
702	SUAVITEL PRIMAVERA 450ML BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201020000
703	LIMPIADOR MR MUSCULO VIDRIOS 900ML BOLSA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3532201990200
704	NEOBOL CREMA 30GR	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
705	BASURERO TIPO CESTO 8LT	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3694000999900
706	BATERIA ALKALINA TIPO D	SUMINISTRO	Aug 25 2025  4:00PM	S	 	UND	N	4641001010100
707	BATERIA  PANASONIC GRANDE 1X2 UND	SUMINISTRO	Aug  2 2020 10:16AM	S		PAR	N	4641001010100
708	ACEITE CLOVER 3LT	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2165200009900
71	ACHIOTE GRANDE LOS PATITOS	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
710	BOLSA JARDIN KANGURO 1X5	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	3641099999900
712	COFAL EXTRAFUERTE 120GR	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
714	ABRILLANTADOR PISOS CERAMICOS GL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3533200999900
715	ALCOHOL INDUSTRIAL LIQUIDO GL	SUMINISTRO	Jun 23 2020 12:00AM	S		GALON	N	3466499999900
716	BOLSA 10 X 13 " TERMOENCOGIBLE  UD	BOLSAS	Jun 23 2020 12:00AM	S		UND	N	3641099999900
717	PICHINGA BLANCA 15 GALONES	OTROS	Jun 23 2020 12:00AM	S		UND	N	3649001999900
718	TERMO PARA CAFE 1LT	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
72	FOSFOROS PEQUEÑO	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
720	FOSFOROS CJ	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
721	LAPICERO AZUL FABER CASTELL	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
722	LAPICERO NEGRO FABER CASTELL	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJITA	N	
723	PILOT PERMANENTE PTA GRUESA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
724	PAPEL CARBON 1X100UND	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
725	GRAPADORA INDUSTRIAL 210 HOJAS	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
726	REPUESTO CUTTER 1X10UND GRANDE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
727	GRAPAS INDUSTRIAL 2000UDS	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
728	MARCADOR ART LINE 70 RECARGABLE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
729	CARTUCHO IMPRESORA EPSON PX10090N	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3513099009900
73	MASA RICA	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2312000000500
731	FRIJOL ROJO FRIJOTICO 900GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	170102000400
732	ENVASE LITRO BOSTON ROUND NEGRO 80GR 38.400	ENVASES	Jun 23 2020 12:00AM	S	 	UND	N	3649002009900
733	BOLSA 10 X 16 X 1.5 TRANSPARENTE	SUMINISTRO	Jun 23 2020 12:00AM	S		KG	N	3641099999900
7333	ENVASE LITRO BOSTON ROUND 70 GRS NATURAL	ENVASES	Jun 13 2025  7:38AM	S	 	UND	N	3649002009900
734	ROMPOPE DOS PINOS 1000ML	SUMINISTRO	Jun 23 2020 12:00AM	S		LT	N	
735	TOALLAS HUMEDAS DESMAQUILLANTE	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3219302039900
736	HANG TABS 3 M #1072    1X500	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
737	HANG TABS 3M #1075     1X500	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
738	BOLSA CON CIERRE 6"X5" CJ	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	3641099999900
739	ESPATULA FORMA CUCHARA 34.3CM COD 1905	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	 4299901990700
74	HARINA NACARINA	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
740	ESPATULA FORMA CUCHARA 24.1CM COD 1901	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	 4299901990700
741	LECHE DESCREMADA CAJA BLANCA 1 LITRO	SUMINISTRO	Aug  5 2025  5:25PM	S	 	CAJITA	N	3562102010104
7410	BOLSA JARDÍN TRANSPARENTE GRUESA BULTO	SUMINISTRO	Jun 23 2020 12:00AM	S	 	BULTO	N	3641099999900
7411	TOALLA INTERFOLIADA 12X250 70017433/P DISPENSADOR	SUMINISTRO	Dec 17 2020  3:27PM	S		CAJA	N	3219302039900
7412	INSECTICIDA AEROSOL RAID JARDÍN 400 ML	SUMINISTRO	Aug  6 2025  8:23AM	S	 	UND	N	3466100990200
742	CUBETA DE 5 GALONES BLANCA	OTROS	May 31 2022  6:37PM	S		UND	N	3649001990100
743	TAPA BLANCA P/CUBETA 5 GALONES	OTROS	Aug  2 2020 10:16AM	S		UND	N	3649003010300
744	PEPSI LIGTH LATA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
745	DESODORANTE PARA CARRO VARIOS AROMAS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3533199000000
746	CERA KLARO CREMOSA BLANCA 350 ML	SUMINISTRO	Aug 20 2025 10:38AM	S		UND	N	3533200019900
747	CERA KLARO CREMOSA ROJA 350 ML	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3533200019900
7474	KIT DE ROTULACIÓN	OTROS	Jun 23 2020 12:00AM	S		UND	N	
748	PAPEL BOND CARTA BRILLIANT  8.5X11 500HJ	SUMINISTRO	Aug  8 2023 10:44AM	S	 	RESMA	S	3219200020100
749	PERFORADORA METAL MEDIANA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
75	MOSTAZA EN SOBRE	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
750	SOBRE MANILA PEQUEÑO	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
751	GRAPADORA BARRILITO METALICA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
752	COCA COLA LIGHT 600 ML BOTELLA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2449001000000
753	RESMA PAPEL SCRIBE 1 X 500	SUMINISTRO	Jun 23 2020 12:00AM	S	 	RESMA	N	3219200020100
755	CONOS DE PARQUEO DE SEGURIDAD / HULE 71 CM	SALUD	Jun 23 2020 12:00AM	S		UND	N	
756	PALITOS DE AJONJOLI PTE 200GR	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	
757	YOGURT CON GRANOLA	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2223001000200
758	CEREAL KOMPLETE VARIOS SABORES	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	2314000990700
759	CEREAL TRIJUELAS JACKS	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	2314000990700
76	FIDEOS SPAGUETTI ROMA 500 GRAMOS	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2371000000200
760	FUNDA PROTECTORA DE HOJAS BLINDER MAX	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
761	CLORO LOS  CONEJOS BOLSA 450 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3423101010000
77	CAFE MONTAÑA PERCOLADOR 500 GRAMOS	SUMINISTRO	Apr  3 2024  5:25PM	S	 	PTE	S	2391102010200
771	CERVEZA IMPERIAL LATA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2423000000000
777	CREMA MR. COFFEE PORCION 1X50	SUMINISTRO	Mar  3 2022  7:15PM	S		PTE	N	2399999001200
7777	ANTIADHERENTE GL	OTROS	Aug  2 2020 10:16AM	S		GALON	N	
7778	ENGRASADORA BEST VALUE MANUAL 15 OZ	OTROS	Jun 23 2020 12:00AM	S		UND	N	
7779	ALCOHOL ETÍLICO 90% GL	SUMINISTRO	Aug  2 2020 10:16AM	S		GALON	N	3466499999900
778	TE CANELA 1 X 20	SUMINISTRO	Aug 22 2025  3:32PM	S	 	CAJITA	S	2391300000300
7780	PISTOLA PARA SILICÓN	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3694000999900
779	CREMA PARA CAFÉ BELÉN 1000 GRAMOS	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2399999001200
7790	CONTROLADOR DE OLORES GL GAREND	QUIMICOS	Jun 23 2020 12:00AM	S		GALON	N	3533199000000
780	PALO DE MADERA PARA PALA ETERNA	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3191100009900
7888	BOLSA AL VACIO 10 X 18 UNIDAD	BOLSAS	Jun 23 2020 12:00AM	S		UND	N	3641099999900
79	COCA COLA LATA REGULAR 354ML	SUMINISTRO	Jun  4 2024  5:43PM	S	 	UND	N	2449001000000
790	LIMPIADOR MR MÚSCULO VIDRIOS TRIGGER	SUMINISTRO	Aug  2 2020 10:16AM	S		UND	N	3532201990200
8	TE LIPTON AMARILLO 1 X 100	SUMINISTRO	Aug  2 2020 10:16AM	S		CAJITA	N	2391300000300
80	GALLETA SORBETO POZ NARANJA 1 X 12	SUMINISTRO	Jun  4 2024  5:43PM	S	 	PTE	N	2341000009900
800	CINTA ADHESIVA TRANSPARENTE 2" X200	SUMINISTRO	Mar 12 2024 10:16AM	S	 	UND	N	2792200000100
801	ALKA-SELTZER EXTREME 1X10 CJ	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
802	TE BLANCO MONDAISA 20 UNDS.	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	2391300000300
804	MECHA PARA PISO BLANCA #60	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2732099000200
805	TIJERA	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	
806	CEJILLA PLASTICA OFICIO	SUMINISTRO	Jun 23 2020 12:00AM	S		CAJA	N	
81	GALLETA CHIKY CHOCOLATE PTE 12 UND	SUMINISTRO	Aug 20 2025  8:08AM	S		PTE	N	2341000009900
811	TE MELOCOTON TROPICAL 600 ML	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	2399905000200
813	PERCOLADOR HAMILTON BEACH 40 T	SUMINISTRO	Jun 23 2020 12:00AM	S		UND	N	3722101010300
815	ETIQUETA - JABON LIQUIDO PARA MANOS	MATPRIMAS	Jun  4 2025  4:41PM	S	 	UND	N	
816	ETIQUETA - COLOSO MANZANA VERDE	MATPRIMAS	Feb 18 2022  6:16PM	S	 	UND	N	
817	ETIQUETA - COLOSO BEBE	MATPRIMAS	Feb 18 2022  6:12PM	S	 	UND	N	
818	ETIQUETA - COLOSO LIMON	MATPRIMAS	Jun 24 2024 12:42PM	S	 	UND	N	
819	ETIQUETA - COLOSO LAVANDA	MATPRIMAS	Feb 26 2025  3:39PM	S	 	UND	N	
82	GALLETA CHIPS 1 X 12	SUMINISTRO	Jun 23 2020 12:00AM	S		PTE	N	2341000009900
820	ETIQUETA - CLORO AL 12%	MATPRIMAS	Jun  4 2025  4:41PM	S	 	UND	N	
821	ETIQUETA ALCOHOL ISOPROPILICO 70%	MATPRIMAS	Aug  7 2025  5:45PM	S	 	UND	N	
822	ETIQUETA - ID. SUST. QUIMICAS ROMBO	MATPRIMAS	May 19 2025  2:20PM	S	 	UND	N	
823	ETIQUETA - ALCOHOL EN GEL	MATPRIMAS	Dec 27 2024  1:29PM	S	 	UND	N	
824	ETIQUETA - LIMPIADOR DE CRISTALES	MATPRIMAS	Jun 22 2022  5:05PM	S	 	UND	N	
825	ETIQUETA - SODA CAUSTICA	MATPRIMAS	Aug  2 2020 12:47PM	S	 	UND	N	
826	ETIQUETA - DETERGENTE POLVO 15 K	MATPRIMAS	Sep 25 2020  6:37PM	S	 	UND	N	
827	ETIQUETA - ALCOHOL INDUSTRIAL AL 95%	MATPRIMAS	Dec 27 2024  1:29PM	S	 	UND	N	
828	ETIQUETA - DESTAPA CAÑERIAS	MATPRIMAS	Aug  2 2020 12:47PM	S	 	UND	N	
